ID,NameSubtext_lang,Description_lang,AuraDescription_lang
1022,"等级 1",被施加此圣手效果的队友将对一切物理攻击免疫，同时也无法攻击或使用物理技能，持续$d。每个圣骑士在同一时间内只能给目标施加一种圣手效果，同类型的圣手效果不能重叠。在被保护之后，圣盾术、保护之手或圣佑术在$25771d之内无法作用在该目标身上。无法对在$61987d内使用过复仇之怒的玩家使用。,免疫物理攻击。无法攻击或使用物理技能。
1032,"等级 5",使附近半径$a1码范围内的所有队友获得$s1点额外的护甲值。每个圣骑士在同一时间内只能开启一种光环，且同类光环的效果无法叠加。,护甲值提高$s1点。
1035,"等级 1",,
1038,,为小队或团队成员施加拯救之手，令其总威胁值每$t1秒降低$53055s1%，持续$d。每个圣骑士在同一时间内只能给目标施加一种圣手效果，同类型的圣手效果不能重叠。,总威胁值每秒降低$53055s1%。
1044,,为友方目标施加自由之手，使其免疫任何移动限制效果，持续$d。每个圣骑士在同一时间内只能给目标施加一种圣手效果，同类型的圣手效果不能重叠。,对一切移动限制效果免疫。
1058,"等级 2",为目标恢复${$m1*$<mult>}点生命值，并在$d内额外恢复${$m1*(5+$<bonusticks>)*$<mult>}点生命值。,每$t1秒治疗$s1点伤害。
1062,"等级 2",将目标固定在原地，在$d内对其造成总计$o2点自然伤害。任何伤害都可能会打断纠缠根须的效果。,被缠绕，造成每$t2秒$s2点自然伤害。
1786,"等级 3",使潜行者进入潜行状态，但是移动速度降低$s3%，效果一直持续，直到取消。,潜行，移动速度降低$s3%。
438,,恢复$s1点法力值。,
1064,"等级 1",为友方目标回复$s1点生命值，然后转而治疗附近的下一个目标。如果施法者在一支小队中，则治疗链只会治疗其队友。治疗链每次跳跃后的治疗效果是上一个目标的40%。总共可治疗$x1个目标。,
1066,变形,"变身进入水栖形态，使德鲁伊的游泳速度提高$5421s1%，并使其可以在水下呼吸。免疫变形魔法效果。

变身可以解除施法者身上的所有变形和移动限制效果。",免疫变形效果。游泳速度提高$5421s1%，可在水下呼吸。
1075,"等级 3",使友方目标身上环绕着荆棘，对任何使用近战手段击中被保护者的敌人造成$s1点自然伤害，持续$d。,对攻击者造成$s1点自然伤害。
1079,"等级 1","终结技，使目标在一段时间内受到持续的伤害。根据连击点数和攻击强度决定伤害总量：
   1点： $d内${($m1+$b1*1+0.01*$AP)*$<dur>}点伤害。
   2点：$d内${($m1+$b1*2+0.02*$AP)*$<dur>}点伤害。
   3点：$d内${($m1+$b1*3+0.03*$AP)*$<dur>}点伤害。
   4点：$d内${($m1+$b1*4+0.04*$AP)*$<dur>}点伤害。
   5点：$d内${($m1+$b1*5+0.05*$AP)*$<dur>}点伤害。",每$t1秒因流血受到一次伤害。
1082,"等级 1",用爪攻击敌人，对其造成$s1点额外伤害。奖励$s2个连击点数。,
1088,"等级 4",向目标射出一支暗影箭，对其造成$s1点暗影伤害。,
1090,"等级 2",使敌人进入睡眠状态，最多持续$d。任何对目标造成伤害的行为都会唤醒它。同一时间内只能有一个目标被催眠。,沉睡。
1094,"等级 3",灼烧敌人，对其造成$s2点火焰伤害，并在$d内造成额外的$o1点火焰伤害。,每$t1秒$s1点火焰伤害。
1098,"等级 1",征服等级不高于$m1级的恶魔，使其听从你的命令。被征服的恶魔的攻击间隔延长$s2%，施法速度降低$s3%。征服效果最多持续$d。,被奴役。
1106,"等级 5",向目标射出一支暗影箭，对其造成$s1点暗影伤害。,
1108,"等级 2",目标的近战攻击强度降低$s1点，护甲值降低$s2%，持续$d。对于一个目标，每个术士只能施加一种诅咒。,近战攻击强度降低$s1点，护甲值降低$s2%。
1120,"等级 1",吸取目标的灵魂，在$d内对其造成$o2点暗影伤害。如果目标的生命值不高于25%，则吸取灵魂技能造成四倍伤害。如果目标在被吸取灵魂的过程中死亡，且施法者因此获得经验值或荣誉，则施法者可以得到一块灵魂碎片。吸取灵魂每次对目标造成伤害时也有一定几率产生灵魂碎片。灵魂碎片是施放其它一些法术所必需的材料。,每$t2秒$s2点暗影伤害。
1122,召唤,从扭曲虚空中召来一颗流星，对其着陆区域的所有敌人造成$22699s1点火焰伤害，并使它们昏迷$20310d。一个巨大的地狱火恶魔将从着陆点出现，并被施法者控制$20882d。,
1126,"等级 1",使友方目标的护甲值提高$s1点，持续$d。,护甲值提高$s1点。
1130,"等级 1",给目标加上猎人印记，使任何攻击者对该目标的远程攻击强度都提高$s2点。另外，被施加了这项技能的目标总是可以被猎人看见，无论是隐形还是潜行都无法摆脱。目标的位置也会在微缩地图上显示出来，持续$d。,对此目标进行的所有远程攻击均有额外的$s2点远程攻击强度加成。
1133,,在$d内恢复总计${$m2/5*27}点法力值，喝水时必须保持坐姿。,每秒恢复${$m2/5}点法力值。
1135,,在$d内恢复总计${$m2/5*30}点法力值，喝水时必须保持坐姿。,每秒恢复${$m2/5}点法力值。
1138,,冰霜和暗影抗性提高$s1点，持续$d。,冰霜和暗影抗性提高。
1139,,使目标的攻击间隔延长$s1%，持续$d。,攻击速度降低。
1152,,净化友方目标，移除$s1个疾病效果和$s2个中毒效果。,
1159,"等级 2",在$d内恢复$o1点生命值。,每$t1秒治疗$s1点伤害。
1160,"等级 1",使半径$a1码范围内的敌人的近战攻击强度降低$s1点，持续$d。,近战攻击强度降低$s1点。
1161,,强迫半径$a1码范围内的所有敌人攻击你，持续$d。,被嘲讽。
1225,"等级 2",,
1234,,"吸收致命伤害。
每$t2秒恢复$s2%的生命值。","吸收致命伤害。
每$t2秒恢复$s2%的生命值。"
1243,"等级 1",圣洁的能量充满目标全身，令其耐力提高$s1点，持续$d。,耐力提高$w1点。
1244,"等级 2",圣洁的能量充满目标全身，令其耐力提高$s1点，持续$d。,耐力提高$w1点。
1245,"等级 3",圣洁的能量充满目标全身，令其耐力提高$s1点，持续$d。,耐力提高$w1点。
1251,"等级 3",,
1329,"等级 1",同时用两把武器攻击目标，造成$<percent>%的武器伤害，另外每把武器所造成的伤害都提高$5374s1点。如果目标处于中毒状态，则对其造成的伤害提高20%。奖励2个连击点数。,
1330,,使一个敌人沉默$d。,沉默。
1364,"等级 4",,
1373,召唤,,
1386,"等级 4",,对亡灵所造成的近战、远程和法术伤害提高$s1%。
1430,"等级 3",为目标恢复${$m1*$<mult>}点生命值，并在$d内额外恢复${$m1*(5+$<bonusticks>)*$<mult>}点生命值。,每$t1秒治疗$s1点伤害。
1446,变形,,
1449,"等级 1",制造一次以施法者为中心的魔法爆炸，对半径$a1码范围内的所有目标造成$s1点奥术伤害。,
1454,"等级 1",将${$m1+$SPI*1.5}点生命值转化为${$m1*$<mult>+$SPS*.5*$<mult>}点法力值。法术强度会提高转化所得的法力值。,
1455,"等级 2",将${$m1+$SPI*1.5}点生命值转化为${$m1*$<mult>+$SPS*.5*$<mult>}点法力值。法术强度会提高转化所得的法力值。,
1456,"等级 3",将${$m1+$SPI*1.5}点生命值转化为${$m1*$<mult>+$SPS*.5*$<mult>}点法力值。法术强度会提高转化所得的法力值。,
1459,"等级 1",使目标的智力提高$s1点，持续$d。,智力提高$s1点。
1460,"等级 2",使目标的智力提高$s1点，持续$d。,智力提高$s1点。
1461,"等级 3",使目标的智力提高$s1点，持续$d。,智力提高$s1点。
1462,,收集目标野兽的相关资料。信息栏里会显示出该野兽的伤害、生命值、护甲值和魔法抗性，以及它通常吃的食物。另外，野兽知识还会告诉你目标野兽是否可以被驯服，以及它被驯服后具备何种能力。,显示相关资料。
1463,"等级 1",吸收$s1点伤害，同时消耗法力值。每吸收1点伤害，就消耗$e点法力值。持续$d。,吸收伤害，同时消耗法力值。
1464,"等级 1",猛击敌人，对其造成武器伤害再加上$s1点伤害。,
1485,,使用远程武器攻击目标。,
440,,恢复$s1点生命值。,
1490,"等级 1",对目标施放诅咒，使其奥术、火焰、冰霜、自然和暗影抗性降低$s1点，受到的法术伤害提高$s2%，效果持续$d。对于一个目标，每个术士只能施加一种诅咒。,奥术、火焰、冰霜、自然和暗影抗性降低$s1点。受到的法术伤害提高$s2%。
1494,,在微缩地图上显示附近所有野兽的位置。同一时间只能激活一种追踪。,正在追踪野兽。
1495,"等级 1",对敌人造成${$AP*0.2+$m1}点伤害。,
1499,"等级 1",在地面上放置一个陷阱，它会冻结第一个接近它的敌人，使其在最多$3355d内无法行动，任何伤害都会取消冰冻效果。陷阱可存在$d。猎人在同一时间内只能布置一个陷阱。,
1510,"等级 1",持续向目标区域射击，每${$1510d/6}.2秒对半径$a1码范围内的敌人造成${$RAP*0.083700+$42243m1}点奥术伤害，持续$1510d。,
1513,"等级 1",恐吓一头野兽，使其因恐慌而逃跑，最多持续$d。任何伤害都有可能打断这个效果。每个猎人在同一时间内只能恐吓一头野兽。,恐惧。
1515,,尝试驯服一只野兽，使其成为你的宠物。在这个过程中，你的护甲值降低$1515s3%，持续20秒。如果你因为任何原因失去了它的注意力，则驯服过程失败。刚刚被驯服的野兽会表现得非常烦躁而不可靠，立刻给它喂食可以让它高兴一些。,正在驯服宠物。
1516,"等级 1",立刻射击目标，造成$s1点额外伤害。,
1528,"等级 1",使你的主人逃脱任何束缚和禁锢。,
1535,"等级 1",使萨满处于激活状态下的火焰图腾发出一波火焰，会对半径$8349a1码范围内的敌人造成$8349s1点火焰伤害。,
1538,,在三座葬礼火堆上为赫尔库拉魔棒充能。,
1539,,使用指定的食物为你的宠物喂食，提高宠物的快乐度。使用与宠物等级相近的食物效果更好。,提高快乐度。
1543,,侦测指定区域半径$a1码范围内的所有潜行和隐形的敌人，持续$d。,显示潜行和隐形的单位。
1557,,移动速度提高$s1,
1604,,强力的打击，令目标强制离开坐骑，移动速度降低$s1%。,移动速度降低$s1%。
1608,"等级 4",强力的攻击，使近战攻击所造成的伤害提高$s1点，并造成大量的威胁。,
1671,"等级 2",使用你的盾牌重击目标，对其造成$s2点伤害，打断目标施法，并且在$d内无法施放该系法术。,
1672,"等级 3",使用你的盾牌重击目标，对其造成$s2点伤害，打断目标施法，并且在$d内无法施放该系法术。,
1680,,像旋风一般挥舞手中的武器，攻击半径$a1码范围内的最多$i个敌人，对每个目标都造成伤害，数值为你手持的所有近战武器的伤害之和。,
1706,,让队伍或团队中的友方目标可以漂浮在地面上，漂浮时下落速度减缓并且可以越过水体表面行走。任何伤害都会中断漂浮效果。持续$d。,漂浮。
1714,"等级 1",强迫目标使用恶魔语，使其所有法术的施放时间延长$s1%，持续$d。对于一个目标，每个术士只能施加一种诅咒。,以恶魔语念出咒语，使施法时间延长$s1%。
1715,,使敌人残废，移动速度降低$s1%，持续$d$?s58372[，并有$58372h%的几率使目标无法移动，持续$58373d。][。],移动速度降低$s1%。
1719,,你的下$n次特殊技能攻击的爆击几率提高$s1%，但是受到的所有伤害都提高$s2%，持续$d。,特殊技能攻击的爆击几率提高$s1%，但是受到的所有伤害都提高$s2%。
1725,,投掷物体吸引附近所有怪物的注意力，持续$s1秒。不会取消潜行状态。,
1735,"等级 2",德鲁伊发出咆哮，使附近所有敌人的近战攻击强度降低$s1点，持续$d。,近战攻击强度降低$s1点。
1742,,你的宠物在战斗中畏缩，受到的伤害降低$s1%，持续$d。但你的宠物在畏缩时的移动速度降低$s2%。,受到的伤害降低$s1%
1751,"等级 5",,
1752,"等级 1",对目标造成$m1点伤害再加上$<percent>%的额外普通武器伤害，奖励$s2个连击点数。,
1753,"等级 2",降低你宠物的威胁值，降低敌人攻击它的可能性。在畏缩状态下，宠物受到的伤害降低$s2%，持续$d。,
1754,"等级 3",降低你宠物的威胁值，降低敌人攻击它的可能性。在畏缩状态下，宠物受到的伤害降低$s2%，持续$d。,
1755,"等级 4",降低你宠物的威胁值，降低敌人攻击它的可能性。在畏缩状态下，宠物受到的伤害降低$s2%，持续$d。,
1756,"等级 5",降低你宠物的威胁值，降低敌人攻击它的可能性。在畏缩状态下，宠物受到的伤害降低$s2%，持续$d。,
1757,"等级 2",对目标造成$m1点伤害再加上$<percent>%的额外普通武器伤害，奖励$s2个连击点数。,
1758,"等级 3",对目标造成$m1点伤害再加上$<percent>%的额外普通武器伤害，奖励$s2个连击点数。,
1759,"等级 4",对目标造成$m1点伤害再加上$<percent>%的额外普通武器伤害，奖励$s2个连击点数。,
